"CHAVE" "HOST NAME" "IP" "STATUS"
HWBLA027;R1BL03;10.12.49.127;1
HWBLA028;R1BL04;10.12.49.128;1
HWBLA029;R1BL05;10.12.49.129;1
HWBLA030;R1BL06;10.12.49.130;1
HWBLA031;R1BL07;10.12.49.131;1
HWCFL001;HWCFL001;-;1
HWCFL002;HWCFL002;-;1
HWCL001;HWCL001;-;1
HWCL002;HWCL002;-;1
HWCTL001;SUN-SAN-CTRL-A;10.12.49.7;1
HWCTL002;SUN-SAN-CTRL-B;10.12.49.8;1
HWCTL003;HITACHI-SAN-CTRL-0;10.1.3.125;1
HWCTL004;HITACHI-SAN-CTRL-1;10.1.3.126;1
HWFAN001;HWFAN001;-;1
HWFON001;HWFON001;-;1
HWFON002;HWFON002;-;1
HWFON003;HWFON003;-;1
HWFON004;HWFON004;-;1
HWFON005;HWFON005;-;1
HWFON006;HWFON006;-;1
HWFON007;HWFON007;-;1
HWFON008;HWFON008;-;1
HWFON009;HWFON009;-;1
HWFON010;HWFON010;-;1
HWFON011;HWFON011;-;1
HWFON012;HWFON012;-;1
HWFON013;HWFON013;-;1
HWFON014;HWFON014;-;1
HWFON015;HWFON015;-;1
HWIBM001;FALCAO;200.20.29.4;1
HWMDS001;MDS;10.12.49.2;1
HWMFE001;PRODERJ_RJ_RJO_PALACIOGOVERNO;-;1
HWMFW001;HWMFW001;127.0.0.11;1
HWMLB001;HWMLB001;-;1
HWMON001;HWMON001;-;1
HWMON002;HWMON002;-;SPARE
HWMOU001;HWMOU001;-;1
HWMOU002;HWMOU002;-;SPARE
HWMPT001;HWMPT001;-;1
HWMPT002;HWMPT002;-;1
HWMPT003;HWMPT003;-;1
HWMPT004;HWMPT004;-;1
HWMPT005;HWMPT005;-;1
HWMPT006;HWMPT006;-;1
HWMPT007;HWMPT007;-;1
HWMPT008;HWMPT008;-;1
HWMPT009;HWMPT009;200.20.55.26;-
HWMPT010;HWMPT010;200.20.48.121;-
HWMPT011;HWMPT011;200.149.5.70;-
HWMPT012;HWMPT012;10.13.251.2;-
HWMSP001;HWMSP001;-;1
HWMSP002;HWMSP002;-;1
HWPRJ001;HWPRJ001;-;1
HWRAC001;SUNRack-3;10.12.49.200;1
HWRAC002;SUNRack-2;10.12.49.201;1
HWRAC003;SUNRack-1;10.12.49.202;1
HWSEF001;JANDAIA1_FIREWALL;10.12.41.23;1
HWSEF002;JANDAIA2_FIREWALL;10.12.41.24;1
HWSEF003;BEIJAFLOR1_FIREWALL;10.12.41.2;1
HWSEF004;BEIJAFLOR2_FIREWALL;10.12.41.3;1
HWSEF005;CATATAU;10.4.50.10;1
HWSEF006;CARCARA_FIREWALL;10.4.61.58;1


HWSMO001;HWSMO001;-;1
HWSMO002;HWSMO002;-;1
HWSMO003;HWSMO003;-;1
HWSMO004;HWSMO004;-;1
HWSMO005;HWSMO005;-;1
HWSMO006;HWSMO006;-;1



HWTEC001;HWTEC001;-;1
HWTEC002;HWTEC002;-;SPARE
HWUNF001;HWUNF001;-;1
HWUNF002;HWUNF002;-;SPARE
HWVIP001;Load_Balance;10.4.54.54;1
HWVIP002;Load_Balance;10.4.54.55;1
HWVIP003;PROXY_PALACIO;10.4.61.52;1
HWVIP004;VIP_ROT_NC;10.3.187.1;1
HWVIP005;VIP_ROT_INTERNET;200.222.72.9;1
HWVT001;HWVT001;-;1
HWVT002;HWVT002;-;1
HWVT003;HWVT003;-;1

